content_id,phase_id,name,order,description
m8s,p1,P1 ハウリングブレード 前半 (土・風の魔技) — M8S Part 1,1,"Part 1 (前半)。土と風のフェンリルを操る戦闘。
主要技:
  - 空間斬り (タンク強攻撃)
  - 土の魔技 (MTD4/D3/H1/D1ST/H2/D2 の配置)
  - 風の魔技 / 千年の風化 (IQ6000式: MT/D3 H2/D4 H1/D1 ST/D2、塔ズレ時計)
  - 薙の群狼剣 (MT/ST 北 / H1組 H2組)
  - 廻の群狼剣 (中央 ★ / MT/ST / H1組 H2組)
  - 大地の呼び声 + 斬空剣
  - 光狼招来 (分身ギミック)
  - 大地の怒り (風化散開 + 安置時計回り or ズレ時計回り)
  - 幻狼招来 (MT/D3 / ST/D4 / H1/D1 ST/D2 配置)
野良主流: ぬけまる様マクロ (イディル土修正 / 風化IQ6000 / 狐狼Alice / 81128 構成)。
"
m8s,p2,P2 ハウリングブレード 後半 (フェンリル巨大化 / アルティメット) — M8S Part 2,2,"Part 2 (後半)。土と風のフェンリルの力を全て取り込み巨大化したハウリングブレード戦。
主要技:
  - クエイガ / 1-3 魔光 (青マカ上から北島→その場→南島)
  - 双牙撃 (西島:MT / 東島:ST)
  - 風震の魔印 (正規処理: 頭割りは風撃タンク隣島)
  - 風狼陣 / 双牙暴風撃 (D1D3 / D2D4 配置、線・誘導処理)
  - 孤狼の呪い (Alice式: Tニア北東 / Tファー西 / H不動 / Dニア線南北判定 / Dファー線南北判定)
  - 八連光弾 (時間切れ前: 2=MT無敵 / 3=ST無敵 / 4=T二人フルバフ)
野良主流: ぬけまる様 魔印正規 / 狐狼Alice / 81128 構成 (Game8 採用)。
"
m10s,p1-fire,P1 火属性ボス (レッドホット),1,"レッドホット (赤、火属性) 単独フェーズ。
主要技:
  - ホットインパクト (全体)
  - フレイムフローター (1回目はボス見て右上/左上交互、逆Z字)
  - フレイムアリウープ (火アリウープ)
  - ハイジャンプカットバック
  - バイロローテーション
野良主流: Game8 / 家無しララ様 / 犬丸様の融合版。
"
m10s,p2-water,P2 水属性ボス (ディープブルー),2,"ディープブルー (青、水属性) 単独フェーズ。
主要技:
  - シック・スウェル
  - シック・テイクオフ
  - リバースアリウープ / ダブルアリウープ
  - ディープインパクト
  - ハイドロスネーキング (蛇ライン、1回目は MT組青ボス下/ST組赤ボス下)
  - ハイドロバリエル (赤デバフ→赤沼有り半面、青デバフ→赤沼無し半面)
  - 水牢 (H1H2 塔入り)
"
m10s,p3-merge,P3 2体合流フェーズ (Red Hot + Deep Blue),3,"赤青2体同時相手にする合流フェーズ。
主要技:
  - エクストリーム・スペクタクル
  - インセインエアー (扇誘導 - 青MT組/赤ST組)
  - 分断フェーズ (MT組 西/ST組 東)
  - エクストリームウェイブ
  - スネーキング2回目 (交代散開: 1回目近接、2回目遠隔)
  - 青+赤アリウープ (マップ基準、基本散開方向の外周で時計回り)
  - ファイティングスピリット (時間切れ)
"
m11s,p1,P1 武器ジェネレート (Weapon Generate) 〜 メテオレイン,1,"開幕〜中盤フェーズ。
主要技:
  - キング・オブ・アルカディア (全体)
  - ウェポンジェネレート・バスター (タンク強)
  - トロフィーウェポン (剣・鎌・斧の3種類武器選択ギミック)
  - コメットレイン (ボス背面から時計回り誘導)
  - ウェポンジェネレート・ドミネーション (安置北基準)
  - ザ・ミールストーム (中央吸引)
  - アルティメット・トロフィーウェポン
  - ワン・アンド・オンリーフェーズ
  - ファイアストリーム
  - メテオレイン (3回連続、隕石処理)
野良主流: ぬけまる様式 (Game8 採用)。
"
m11s,p2,P2 チャンピオンズ・メテオ 〜 ハートブレイクキック (時間切れ),2,"後半フェーズ。チャンピオンズ・メテオから始まり、メテオスタンピード、
最終的にハートブレイクキック (時間切れ) で終了。
主要技:
  - チャンピオンズ・メテオ (塔踏み2セット、ジジ式位置固定)
  - メテオスタンピード (DXA 式: 沼捨て+範囲捨て+塔)
  - フォーウェイ (X字ペア / 内側誘導)
  - ツーウェイ (東西4:4)
  - ハートブレイクキック (時間切れ)
"
m12s,p1,P1 リンドブルム 前半 (細胞付着フェーズ) — M12S Part 1,1,"Part 1 (前半)。細胞付着ギミックがメイン。
主要技:
  - リーサルスカージ (玉誘導、D側:MT組 / B側:ST組)
  - 細胞付着・前期 (左前タゲサ端で散開、頭割り:角扇外周)
  - 細胞付着・中期 (線取り:1234 / 塔踏み:3412)
  - 細胞付着・後期 (細胞中央向け、X字/十字判断)
  - 細胞付着・終期 (AoE 左上から外周沿い捨て)
  - スローターシェッド (頭割り＆散開＆半面攻撃判定)
野良主流: ぬけまる様式 (ほぼイディル式) - Game8 採用。
"
m12s,p2,P2 リンドブルム 後半 (アルカディアンドリームフェーズ) — M12S Part 2,2,"Part 2 (後半)。リンドブルム・メテオから始まり、フィールドが浮島×2に変化。
4 色の塔 (赤/黄/紫/緑) ギミック → アルカディアンドリーム (3 分以上の大ギミック)
が後半の山場。最終的にアルカディアンドリームを処理しきれば実質クリア。
主要技:
  - リンドブルム・メテオ (全体大ダメージ、フィールド変化トリガー)
  - 4 色塔ギミック (赤:ヒート / 黄:タケノコ / 紫:ビーム / 緑:?)
  - レプリケーション (位置固定式、Game8 採用)
  - ダブルソバット (タンク強攻撃)
  - 模倣細胞 (牛子式)
  - 変異細胞 + マナスフィア (αβデバフ管理)
  - アルカディアンドリーム (3 分以上、予告遅延型大ギミック、ワンエース式)
野良主流: Game8 推奨は レプリ:位置固定式 / 模倣:牛子式 / ドリーム:ワンエース式。
"
m9s,p1,P1 ヴァンプ・ファタール (Vamp Fatale) 通し,1,"コウモリモチーフの「魔性の処刑人」ヴァンプ・ファタール戦。1ボス完結型。
主要ギミック:
  - ヴァンプストンプ (近接タゲサ上、コウモリ1の背後)
  - エーテルレッティング (扇範囲散開・最外周捨て・中央集合)
  - サディスティック/ラディスティック・スクリーチ (車輪 / 茨塔)
  - ヘル・イン・ア・セル (塔踏み4セット - 北から時計回り T>近>遠>H)
  - バット・デスマッチ (コウモリ追従、MT組北西 / ST組南東)
  - その他: フィナーレ・ファターレ / ハーフムーン / ブルータルレイン (頭割り) /
    サングインスクラッチ / インセーシャブル・サースト / ハードコア (タンク強)
野良主流: ぬけまる式 (Game8 マクロが採用)。
"
m1s,p1,P1 ブラックキャット (Black Cat) 通し,1,"黒猫モチーフの「爪研ぐ猫魂」ブラックキャット戦。1ボス完結型。
主要ギミック:
  - クアドラプルネイル (十字固定処理、先:TH/後:DPS、ペア割は扇誘導位置から反時計)
  - ナインライヴス (近接 8 連撃、タンク強)
  - リーピングクアドラプルネイル (高速版クアドラプルネイル)
  - マウサーラッシュ (突進)
  - 衝撃波 (東西散開)
  - 4:4 頭割り (北/西: MTH1D1D3、南/東: STH2D2D4)
  - スプレッドネイル (3 方向散開: T - D - H)
  - テンペストテアー
  - ネイルチッパー
  - レイニングキャッツ (タンク無敵、本ボスのソフト時間切れ)
  - コピーキャット (分身)
野良主流: 犬丸式 (Game8 採用、十字固定 + タンク無敵)。
"
m2s,p1,P1 ハニーB・ラブリー (Honey B. Lovely) 通し,1,"「劇毒の愛」ハニーB・ラブリー戦。1ボス完結型。
主要ギミック:
  - ハニーツイスター / ハニーブラスト (全体ダメージ)
  - ハニー・B・ライヴ (1st / 2nd / 3rd の 3 回構成)
    * 1st ライヴ: 近接 ♡2 / 遠隔 ♡3 (頭割り処理)
    * 2nd ライヴ: ♡0 中央→北→TH西 / DPS東で頭割り、
                 ♡1 南待機 → AOE 対象者は捨てる、塔は TH 北/西 DPS 南/東
    * 3rd ライヴ: デバフ捨て、塔踏みはペア割基準
  - アラームフェロモン (1回目: 外周蜂直線範囲 / 2回目)
  - リング / ラウンド・ラブコンビネーション (♡ハート機構: TH 2 + DPS 2 に ♡1、残り 4 人に ♡0)
  - ブラックハート (8 方向散開 → HP 回復後早いペア順に中央集合)
  - キラースラッシュ / キラースティング (タンク強)
  - 毒捨て: TH 北西 / DPS 南東
野良主流: ぬけまる版 (Game8 採用)。
"
m3s,p1,P1 ブルートボンバー (Brute Bomber) 通し,1,"「爆ぜる悪意」ブルートボンバー戦。1ボス完結型 (途中分身追加あり)。
主要ギミック:
  - 4 or 8 ウェイ・ダブルラリアット (4/8 方向 AOE 連撃、近接全員のラリアット 1 発受け必須)
  - 4 or 8 ショック・パワーダイブ (4/8 ショック散開)
  - ボンバリアンボム (ノックバック塔)
  - 零式フューズボム (短ボム / 長ボム配置、単体の長ボムを北基準)
  - フューズフィールド (A から時計回りで探す、短→長: MT→ST→H1→H2 / D1→D2→D3→D4)
  - ボンバリアンスペシャル (8 ショック/基本散開、4 ショック/ペア X 受け)
  - 極盛り式スピニングファイヤー (アタッチ)
  - チェーンデスマッチ (チェーンで繋がれた相手のラリアットを受ける)
野良主流: ぬけまる版 Ver.2.0 (Game8 採用)。
"
m4s,p1,P1 ウィケッドサンダー 前半 (フライングウィッチ〜エレクトロープ移植) — M4S Part 1,1,"Part 1 (前半)。雷魔女モチーフのウィケッドサンダー前半フェーズ。
主要技:
  - フライングウィッチ (北と西からの直線範囲攻撃)
  - ライトニング・ウィッチハント (床予兆 + 東側エレクトロープ対応)
  - 円輪 / 輪円ウィッチハント (DN 式 / Game8 採用)
  - エレクトロープ展開 1 回目 (MT D2 D4 / D1 ST H2 / D3 H1 角)
  - エレクトロープ展開 2 回目 (基本散開 + 多/少振り分け、22 秒: 3 回 or 2 回 / 42 秒: 2 回 or 1 回)
  - シャインスパーク (被撃回数管理)
  - エレクトロンストリーム (デバフ色逆ビーム受け、紫/誘電/青の 5 ライン)
  - エレクトロープ移植 (8 方向扇範囲回避、時計→反時計往復)
野良主流: ぬけまる版 + DN 式 (Game8 採用)。
"
m4s,p2,P2 ウィケッドサンダー 後半 (ブラックサバト〜剣の舞・時間切れ) — M4S Part 2,2,"Part 2 (後半)。クロステイル・スペシャル (タンク LB3 推奨) からスタートし、
ブラックサバト 3 連 (日没・夜半・日出) を経て剣の舞 (時間切れ) で終了。
主要技:
  - クロステイル・スペシャル (9 連魔法攻撃、タンク LB3 推奨)
  - ウィケッドブレイズ (エクサフレア、西 MT 組 / 東 ST 組)
  - マスタードボム (直線頭割り + デバフ受取優先順位 MT←D1D3H1 / H2D4D2→ST)
  - 属性変換 + テイルスラスト
  - ブラックサバト【日没】(中ボス出現、範囲攻撃)
  - ブラックサバト【夜半】(MT D2 / D1 ST 上、H1 D4 / D3 H2 下)
  - チェインライトニング (塔ベース、連鎖爆発)
  - ブラックサバト【日出】
      * 塔: TH 南/西、DPS 北/東
      * 誘導: TH 11 時から反時計、DPS 12 時から時計
  - 剣の雨 (MT ST / D1 D2 / H1 H2 / D3 D4 の 4:4 ペア)
  - 剣の舞 (時間切れ、MT/D1 + ST/D2 + H1/D3 + H2/D4 のペア構成、2:2:2:2 配置)
野良主流: ぬけまる版 (Game8 採用)。
"
fru,p1,P1 フェイトブレイカー (Fatebreaker),1,"開幕フェーズ。サイクロニックブレイク、楽園絶技、転輪召、シンソイルセヴァー、塔踏み（バーンストライク）など。
野良主流は「優先HTD / STD4入替 / 塔キャス固定」。
"
fru,p2,P2 シヴァ・ミトロン (Usurper of Frost),2,"ダイアモンドダスト、鏡の国、光の暴走など。
Intermission として「Ice Veil (氷帝)」破壊フェーズが直後にある。
野良主流は「基本イディル / 暴走HT / ノクバマカ色＆バニシュガ2ペア変更」。
"
fru,p3,P3 闇の巫女 (Oracle of Darkness),3,"究極幻想（時間圧縮・絶）、アポカリプス、頭割り、塔など。
野良主流は「跡部王国改（ポネコニさん版）」での時間圧縮処理 + アポカリ「最初の安置基準」または「アポカリ基準」。
"
fru,p4,P4 2体フェーズ (Usurper of Frost & Oracle of Darkness),4,"ミトロンと闇の巫女の2体フェーズ。
アークライ、光と闇の竜詩、アク・モーン、モーン・アファー、時間結晶など。
野良主流は「扇前調整 / アクモーン1:7 / 赤爆走アムレンY字 / attack me マクロ」。
MT組がミトロン、ST組が闇の巫女を担当。
"
fru,p5,P5 パンドラ・ミトロン (Pandora),5,"最終フェーズ。光塵の剣（Fulgent Blade）、パラダイスリゲインド、星霊の剣など。
野良主流はぬけまる式。アクモーンはボス基準で MT組左/ST組右。
"
dmu,p1,P1 (未確定),1,"ケフカ第1形態。詳細は未公開 (リリース 2026-06-02 予定)。
# Source: 要追加調査
"
